danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.884,0.679,10,-5.857,0,0.282,0.0957,0.00209,0.0289,0.591,76.993,audio_features,5Tl0HJvynZtKdSUMKbFVVX,spotify:track:5Tl0HJvynZtKdSUMKbFVVX,https://api.spotify.com/v1/tracks/5Tl0HJvynZtKdSUMKbFVVX,https://api.spotify.com/v1/audio-analysis/5Tl0HJvynZtKdSUMKbFVVX,238467,4
0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,audio_features,0UaMYEvWZi0ZqiDOoHU3YI,spotify:track:0UaMYEvWZi0ZqiDOoHU3YI,https://api.spotify.com/v1/tracks/0UaMYEvWZi0ZqiDOoHU3YI,https://api.spotify.com/v1/audio-analysis/0UaMYEvWZi0ZqiDOoHU3YI,226864,4
0.672,0.777,9,-4.238,0,0.0956,0.0379,0.00141,0.159,0.238,90.575,audio_features,7jIujRjK5JKNrMCcAvYUTN,spotify:track:7jIujRjK5JKNrMCcAvYUTN,https://api.spotify.com/v1/tracks/7jIujRjK5JKNrMCcAvYUTN,https://api.spotify.com/v1/audio-analysis/7jIujRjK5JKNrMCcAvYUTN,305573,4
0.862,0.642,6,-13.652,0,0.101,0.102,0.0,0.272,0.765,99.2,audio_features,1SyQ6t9RdRBK0QUCS6a797,spotify:track:1SyQ6t9RdRBK0QUCS6a797,https://api.spotify.com/v1/tracks/1SyQ6t9RdRBK0QUCS6a797,https://api.spotify.com/v1/audio-analysis/1SyQ6t9RdRBK0QUCS6a797,267267,4
0.669,0.829,1,-3.801,1,0.49,0.179,0.0,0.241,0.61,118.934,audio_features,2eOuL8KesslTLQERQPu11D,spotify:track:2eOuL8KesslTLQERQPu11D,https://api.spotify.com/v1/tracks/2eOuL8KesslTLQERQPu11D,https://api.spotify.com/v1/audio-analysis/2eOuL8KesslTLQERQPu11D,253067,4
0.663,0.688,6,-8.659,0,0.283,0.0391,0.00224,0.223,0.731,151.589,audio_features,1xPW9rS8dkuJP46WBTqU2C,spotify:track:1xPW9rS8dkuJP46WBTqU2C,https://api.spotify.com/v1/tracks/1xPW9rS8dkuJP46WBTqU2C,https://api.spotify.com/v1/audio-analysis/1xPW9rS8dkuJP46WBTqU2C,221813,4
0.758,0.768,6,-5.603,1,0.174,0.0237,0.0,0.141,0.824,83.033,audio_features,4X1odWLrLSSahaK6Hi15AA,spotify:track:4X1odWLrLSSahaK6Hi15AA,https://api.spotify.com/v1/tracks/4X1odWLrLSSahaK6Hi15AA,https://api.spotify.com/v1/audio-analysis/4X1odWLrLSSahaK6Hi15AA,204707,4
0.792,0.701,6,-7.198,0,0.283,0.105,0.0,0.761,0.251,103.89,audio_features,0shK5iZQppbHPQYiy60xs9,spotify:track:0shK5iZQppbHPQYiy60xs9,https://api.spotify.com/v1/tracks/0shK5iZQppbHPQYiy60xs9,https://api.spotify.com/v1/audio-analysis/0shK5iZQppbHPQYiy60xs9,324373,4
0.783,0.916,1,-3.344,1,0.415,0.11,0.0,0.0746,0.695,95.321,audio_features,2Ozc0me9PV5vlt8cokwdvI,spotify:track:2Ozc0me9PV5vlt8cokwdvI,https://api.spotify.com/v1/tracks/2Ozc0me9PV5vlt8cokwdvI,https://api.spotify.com/v1/audio-analysis/2Ozc0me9PV5vlt8cokwdvI,247427,4
0.78,0.657,1,-7.149,1,0.317,0.0321,2.56e-06,0.339,0.648,163.969,audio_features,3IrkbGQCoEPAkzJ0Tkv8nm,spotify:track:3IrkbGQCoEPAkzJ0Tkv8nm,https://api.spotify.com/v1/tracks/3IrkbGQCoEPAkzJ0Tkv8nm,https://api.spotify.com/v1/audio-analysis/3IrkbGQCoEPAkzJ0Tkv8nm,245173,4
0.832,0.43,0,-9.39,1,0.0826,0.0606,0.00323,0.124,0.462,148.074,audio_features,1pm7lQGl6mvKWDxesZTVFp,spotify:track:1pm7lQGl6mvKWDxesZTVFp,https://api.spotify.com/v1/tracks/1pm7lQGl6mvKWDxesZTVFp,https://api.spotify.com/v1/audio-analysis/1pm7lQGl6mvKWDxesZTVFp,299333,4
0.906,0.623,1,-6.711,0,0.303,0.00864,4.19e-06,0.0753,0.715,99.498,audio_features,1NHwvBmrUje4L1dxfWnXCH,spotify:track:1NHwvBmrUje4L1dxfWnXCH,https://api.spotify.com/v1/tracks/1NHwvBmrUje4L1dxfWnXCH,https://api.spotify.com/v1/audio-analysis/1NHwvBmrUje4L1dxfWnXCH,194293,4
0.892,0.631,11,-2.522,0,0.302,0.244,0.0,0.0235,0.838,93.975,audio_features,7JeKXMQKm6GoLGTkNy2jZ0,spotify:track:7JeKXMQKm6GoLGTkNy2jZ0,https://api.spotify.com/v1/tracks/7JeKXMQKm6GoLGTkNy2jZ0,https://api.spotify.com/v1/audio-analysis/7JeKXMQKm6GoLGTkNy2jZ0,196640,4
0.865,0.657,7,-6.722,1,0.076,0.0404,0.0,0.14,0.316,111.115,audio_features,00i2HU7TEzzftShjRrDSEF,spotify:track:00i2HU7TEzzftShjRrDSEF,https://api.spotify.com/v1/tracks/00i2HU7TEzzftShjRrDSEF,https://api.spotify.com/v1/audio-analysis/00i2HU7TEzzftShjRrDSEF,268960,4
0.834,0.481,2,-7.824,0,0.188,0.0732,0.0,0.0934,0.406,89.849,audio_features,4bUfMNNmiCmPXVyWzIfKeZ,spotify:track:4bUfMNNmiCmPXVyWzIfKeZ,https://api.spotify.com/v1/tracks/4bUfMNNmiCmPXVyWzIfKeZ,https://api.spotify.com/v1/audio-analysis/4bUfMNNmiCmPXVyWzIfKeZ,285907,4
0.758,0.957,7,-2.281,1,0.0357,0.039,0.0,0.133,0.966,111.121,audio_features,6HxweNytuEQdmGeVtZPZz3,spotify:track:6HxweNytuEQdmGeVtZPZz3,https://api.spotify.com/v1/tracks/6HxweNytuEQdmGeVtZPZz3,https://api.spotify.com/v1/audio-analysis/6HxweNytuEQdmGeVtZPZz3,267933,4
0.86,0.688,9,-7.203,0,0.434,0.399,0.0,0.67,0.622,100.934,audio_features,3lcC9CnN7Rpo1ugATzmYjY,spotify:track:3lcC9CnN7Rpo1ugATzmYjY,https://api.spotify.com/v1/tracks/3lcC9CnN7Rpo1ugATzmYjY,https://api.spotify.com/v1/audio-analysis/3lcC9CnN7Rpo1ugATzmYjY,303027,4
0.936,0.678,4,-3.012,0,0.21,0.0795,0.0,0.0838,0.822,96.911,audio_features,5stZnlPMYz3Ba8Hbo3ajlP,spotify:track:5stZnlPMYz3Ba8Hbo3ajlP,https://api.spotify.com/v1/tracks/5stZnlPMYz3Ba8Hbo3ajlP,https://api.spotify.com/v1/audio-analysis/5stZnlPMYz3Ba8Hbo3ajlP,255640,4
0.68,0.894,1,-4.86,1,0.255,0.0206,0.0,0.462,0.803,94.089,audio_features,5osSw3tL07Tuid7AWsvYcc,spotify:track:5osSw3tL07Tuid7AWsvYcc,https://api.spotify.com/v1/tracks/5osSw3tL07Tuid7AWsvYcc,https://api.spotify.com/v1/audio-analysis/5osSw3tL07Tuid7AWsvYcc,247693,4
0.771,0.621,1,-7.453,1,0.0376,0.0297,0.0,0.124,0.154,101.007,audio_features,0jrz4ZQKCsC6h2vzqgHiEp,spotify:track:0jrz4ZQKCsC6h2vzqgHiEp,https://api.spotify.com/v1/tracks/0jrz4ZQKCsC6h2vzqgHiEp,https://api.spotify.com/v1/audio-analysis/0jrz4ZQKCsC6h2vzqgHiEp,334067,4
0.837,0.885,6,-3.914,0,0.182,0.103,0.0,0.0666,0.694,95.313,audio_features,2NPxL1QqPrD1a7OLHjVcAP,spotify:track:2NPxL1QqPrD1a7OLHjVcAP,https://api.spotify.com/v1/tracks/2NPxL1QqPrD1a7OLHjVcAP,https://api.spotify.com/v1/audio-analysis/2NPxL1QqPrD1a7OLHjVcAP,253720,4
0.761,0.847,7,-3.068,1,0.0417,0.0292,2.26e-06,0.39,0.765,91.519,audio_features,3djNBlI7xOggg7pnsOLaNm,spotify:track:3djNBlI7xOggg7pnsOLaNm,https://api.spotify.com/v1/tracks/3djNBlI7xOggg7pnsOLaNm,https://api.spotify.com/v1/audio-analysis/3djNBlI7xOggg7pnsOLaNm,284480,4
0.632,0.786,9,-5.596,1,0.354,0.0415,1.2e-05,0.0527,0.699,94.499,audio_features,1FK0sZfZzCAIDUn7htCemp,spotify:track:1FK0sZfZzCAIDUn7htCemp,https://api.spotify.com/v1/tracks/1FK0sZfZzCAIDUn7htCemp,https://api.spotify.com/v1/audio-analysis/1FK0sZfZzCAIDUn7htCemp,296467,4
0.904,0.826,1,-2.372,0,0.272,0.0531,0.0,0.214,0.824,101.35,audio_features,1YQ7BbJR8HqAolfprvxGKu,spotify:track:1YQ7BbJR8HqAolfprvxGKu,https://api.spotify.com/v1/tracks/1YQ7BbJR8HqAolfprvxGKu,https://api.spotify.com/v1/audio-analysis/1YQ7BbJR8HqAolfprvxGKu,191600,4
0.946,0.837,1,-5.355,0,0.164,0.00084,0.0,0.0482,0.893,99.881,audio_features,1xMPwgmLHVXkIFYL0rvGiZ,spotify:track:1xMPwgmLHVXkIFYL0rvGiZ,https://api.spotify.com/v1/tracks/1xMPwgmLHVXkIFYL0rvGiZ,https://api.spotify.com/v1/audio-analysis/1xMPwgmLHVXkIFYL0rvGiZ,259307,4
0.797,0.502,10,-3.925,0,0.0968,0.0154,0.0,0.1,0.385,106.997,audio_features,4MMqj7HaLL8BphbBZnlsdq,spotify:track:4MMqj7HaLL8BphbBZnlsdq,https://api.spotify.com/v1/tracks/4MMqj7HaLL8BphbBZnlsdq,https://api.spotify.com/v1/audio-analysis/4MMqj7HaLL8BphbBZnlsdq,236520,4
0.707,0.538,0,-5.264,1,0.505,0.362,0.0,0.317,0.439,121.732,audio_features,75DjPjiIp2fvJDjtt41Jfs,spotify:track:75DjPjiIp2fvJDjtt41Jfs,https://api.spotify.com/v1/tracks/75DjPjiIp2fvJDjtt41Jfs,https://api.spotify.com/v1/audio-analysis/75DjPjiIp2fvJDjtt41Jfs,234893,4
0.867,0.796,6,-4.73,1,0.0693,0.202,0.0,0.0838,0.776,92.766,audio_features,32SFvZODywPBVDYSYtqxCj,spotify:track:32SFvZODywPBVDYSYtqxCj,https://api.spotify.com/v1/tracks/32SFvZODywPBVDYSYtqxCj,https://api.spotify.com/v1/audio-analysis/32SFvZODywPBVDYSYtqxCj,231040,4
0.52,0.847,9,-5.3,1,0.427,0.272,0.0,0.325,0.799,177.371,audio_features,4JYUDRtPZuVNi7FAnbHyux,spotify:track:4JYUDRtPZuVNi7FAnbHyux,https://api.spotify.com/v1/tracks/4JYUDRtPZuVNi7FAnbHyux,https://api.spotify.com/v1/audio-analysis/4JYUDRtPZuVNi7FAnbHyux,302013,4
0.622,0.913,1,-3.701,1,0.462,0.141,2.71e-05,0.12,0.546,92.222,audio_features,62l1ZGNoUlJlVwhwMKu2T6,spotify:track:62l1ZGNoUlJlVwhwMKu2T6,https://api.spotify.com/v1/tracks/62l1ZGNoUlJlVwhwMKu2T6,https://api.spotify.com/v1/audio-analysis/62l1ZGNoUlJlVwhwMKu2T6,173373,4
0.92,0.861,7,-5.435,1,0.218,0.211,2.59e-05,0.0288,0.718,97.969,audio_features,0e42i89bY2NmPuVDtey8pg,spotify:track:0e42i89bY2NmPuVDtey8pg,https://api.spotify.com/v1/tracks/0e42i89bY2NmPuVDtey8pg,https://api.spotify.com/v1/audio-analysis/0e42i89bY2NmPuVDtey8pg,211400,4
0.791,0.863,3,-6.118,0,0.151,0.317,1.13e-06,0.27,0.742,97.035,audio_features,5ZKVNTG7yu7gbX4vryqS2X,spotify:track:5ZKVNTG7yu7gbX4vryqS2X,https://api.spotify.com/v1/tracks/5ZKVNTG7yu7gbX4vryqS2X,https://api.spotify.com/v1/audio-analysis/5ZKVNTG7yu7gbX4vryqS2X,264653,4
0.697,0.793,6,-4.699,0,0.323,0.0844,0.0,0.0619,0.56,89.767,audio_features,4SnTf4ixVZCfQtxHNhky0T,spotify:track:4SnTf4ixVZCfQtxHNhky0T,https://api.spotify.com/v1/tracks/4SnTf4ixVZCfQtxHNhky0T,https://api.spotify.com/v1/audio-analysis/4SnTf4ixVZCfQtxHNhky0T,238600,4
0.727,0.961,4,-3.761,0,0.098,0.0278,7.85e-06,0.334,0.8,105.031,audio_features,4WimB4Ei0LU3MotHhL3kBL,spotify:track:4WimB4Ei0LU3MotHhL3kBL,https://api.spotify.com/v1/tracks/4WimB4Ei0LU3MotHhL3kBL,https://api.spotify.com/v1/audio-analysis/4WimB4Ei0LU3MotHhL3kBL,209627,4
0.802,0.772,1,-4.893,0,0.192,0.358,0.0,0.0603,0.654,96.046,audio_features,1g0oI97rPdYuWDIpkbtQdv,spotify:track:1g0oI97rPdYuWDIpkbtQdv,https://api.spotify.com/v1/tracks/1g0oI97rPdYuWDIpkbtQdv,https://api.spotify.com/v1/audio-analysis/1g0oI97rPdYuWDIpkbtQdv,215000,4
0.777,0.751,1,-5.692,1,0.133,0.245,0.0,0.1,0.191,177.894,audio_features,0LyZGZEZcFqpeF8bAfx3v0,spotify:track:0LyZGZEZcFqpeF8bAfx3v0,https://api.spotify.com/v1/tracks/0LyZGZEZcFqpeF8bAfx3v0,https://api.spotify.com/v1/audio-analysis/0LyZGZEZcFqpeF8bAfx3v0,272293,4
0.656,0.88,11,-5.425,0,0.143,0.0421,0.0,0.294,0.758,85.565,audio_features,493CPxYEHHzXeSdnp8Ul73,spotify:track:493CPxYEHHzXeSdnp8Ul73,https://api.spotify.com/v1/tracks/493CPxYEHHzXeSdnp8Ul73,https://api.spotify.com/v1/audio-analysis/493CPxYEHHzXeSdnp8Ul73,244467,4
0.874,0.498,8,-9.108,1,0.233,0.00791,0.00375,0.102,0.599,81.997,audio_features,08bn759cPYICtUPoYx29P0,spotify:track:08bn759cPYICtUPoYx29P0,https://api.spotify.com/v1/tracks/08bn759cPYICtUPoYx29P0,https://api.spotify.com/v1/audio-analysis/08bn759cPYICtUPoYx29P0,257467,4
0.776,0.968,4,-4.25,0,0.0914,0.00147,0.0,0.204,0.667,97.765,audio_features,19QKzuW4mgq2Kuu7aHa4Ll,spotify:track:19QKzuW4mgq2Kuu7aHa4Ll,https://api.spotify.com/v1/tracks/19QKzuW4mgq2Kuu7aHa4Ll,https://api.spotify.com/v1/audio-analysis/19QKzuW4mgq2Kuu7aHa4Ll,250173,4
0.853,0.752,1,-8.831,1,0.339,0.178,4.65e-06,0.0553,0.935,104.946,audio_features,3CZlTOyNnKVMb021IYEY6r,spotify:track:3CZlTOyNnKVMb021IYEY6r,https://api.spotify.com/v1/tracks/3CZlTOyNnKVMb021IYEY6r,https://api.spotify.com/v1/audio-analysis/3CZlTOyNnKVMb021IYEY6r,234800,4
0.686,0.608,1,-7.293,1,0.386,0.0363,0.0,0.104,0.452,68.308,audio_features,4MHboJP4Mj8b2bc4hXayIo,spotify:track:4MHboJP4Mj8b2bc4hXayIo,https://api.spotify.com/v1/tracks/4MHboJP4Mj8b2bc4hXayIo,https://api.spotify.com/v1/audio-analysis/4MHboJP4Mj8b2bc4hXayIo,240373,3
0.618,0.691,10,-7.041,0,0.308,0.00452,3.17e-06,0.0614,0.762,170.446,audio_features,2mSLhpYdxyeKUeiSwdtS6E,spotify:track:2mSLhpYdxyeKUeiSwdtS6E,https://api.spotify.com/v1/tracks/2mSLhpYdxyeKUeiSwdtS6E,https://api.spotify.com/v1/audio-analysis/2mSLhpYdxyeKUeiSwdtS6E,260827,4
0.881,0.83,7,-4.563,1,0.172,0.0144,0.00771,0.0626,0.765,98.793,audio_features,7nDtDxsKJ3fho8xEmU65JJ,spotify:track:7nDtDxsKJ3fho8xEmU65JJ,https://api.spotify.com/v1/tracks/7nDtDxsKJ3fho8xEmU65JJ,https://api.spotify.com/v1/audio-analysis/7nDtDxsKJ3fho8xEmU65JJ,243867,4
0.565,0.499,11,-11.49,0,0.366,0.265,0.0745,0.877,0.771,87.908,audio_features,2Y28AeUQPTx6UqWJImdPTf,spotify:track:2Y28AeUQPTx6UqWJImdPTf,https://api.spotify.com/v1/tracks/2Y28AeUQPTx6UqWJImdPTf,https://api.spotify.com/v1/audio-analysis/2Y28AeUQPTx6UqWJImdPTf,201813,4
0.648,0.892,1,-4.463,1,0.184,0.00669,6.64e-05,0.882,0.864,94.084,audio_features,55MzgLFlIz9I5s5CwAWXeE,spotify:track:55MzgLFlIz9I5s5CwAWXeE,https://api.spotify.com/v1/tracks/55MzgLFlIz9I5s5CwAWXeE,https://api.spotify.com/v1/audio-analysis/55MzgLFlIz9I5s5CwAWXeE,232667,4
0.797,0.847,6,-1.79,0,0.237,0.384,0.000388,0.0566,0.962,100.178,audio_features,3829CDK1kzOgjRU3nNXqFQ,spotify:track:3829CDK1kzOgjRU3nNXqFQ,https://api.spotify.com/v1/tracks/3829CDK1kzOgjRU3nNXqFQ,https://api.spotify.com/v1/audio-analysis/3829CDK1kzOgjRU3nNXqFQ,234773,4
0.842,0.748,1,-5.361,1,0.279,0.061,0.0,0.0877,0.622,101.753,audio_features,7Ml5yFM5H8gCQ4U4NSe4Bc,spotify:track:7Ml5yFM5H8gCQ4U4NSe4Bc,https://api.spotify.com/v1/tracks/7Ml5yFM5H8gCQ4U4NSe4Bc,https://api.spotify.com/v1/audio-analysis/7Ml5yFM5H8gCQ4U4NSe4Bc,304560,4
0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4
0.45,0.877,9,-6.403,1,0.0532,0.0118,4.95e-05,0.0699,0.896,162.477,audio_features,5Th6EdNVhxp0TPX41ZLZk6,spotify:track:5Th6EdNVhxp0TPX41ZLZk6,https://api.spotify.com/v1/tracks/5Th6EdNVhxp0TPX41ZLZk6,https://api.spotify.com/v1/audio-analysis/5Th6EdNVhxp0TPX41ZLZk6,212707,4
0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,audio_features,1xsYj84j7hUDDnTTerGWlH,spotify:track:1xsYj84j7hUDDnTTerGWlH,https://api.spotify.com/v1/tracks/1xsYj84j7hUDDnTTerGWlH,https://api.spotify.com/v1/audio-analysis/1xsYj84j7hUDDnTTerGWlH,267597,4
0.215,0.927,9,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,audio_features,6qLEOZvf5gI7kWE63JE7p3,spotify:track:6qLEOZvf5gI7kWE63JE7p3,https://api.spotify.com/v1/tracks/6qLEOZvf5gI7kWE63JE7p3,https://api.spotify.com/v1/audio-analysis/6qLEOZvf5gI7kWE63JE7p3,194853,4
0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,audio_features,57JVGBtBLCfHw2muk5416J,spotify:track:57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/audio-analysis/57JVGBtBLCfHw2muk5416J,214653,4
0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4
0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,0RO9W1xJoUEpq5MEelddFb,spotify:track:0RO9W1xJoUEpq5MEelddFb,https://api.spotify.com/v1/tracks/0RO9W1xJoUEpq5MEelddFb,https://api.spotify.com/v1/audio-analysis/0RO9W1xJoUEpq5MEelddFb,482830,4
0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,audio_features,2zYzyRzz6pRmhPzyfMEC8s,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,208400,4
0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,audio_features,1UBQ5GK8JaQjm5VbkBZY66,spotify:track:1UBQ5GK8JaQjm5VbkBZY66,https://api.spotify.com/v1/tracks/1UBQ5GK8JaQjm5VbkBZY66,https://api.spotify.com/v1/audio-analysis/1UBQ5GK8JaQjm5VbkBZY66,258027,4
0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,audio_features,1i6N76fftMZhijOzFQ5ZtL,spotify:track:1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/audio-analysis/1i6N76fftMZhijOzFQ5ZtL,261413,4
0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,391376,4
0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,audio_features,3VqHuw0wFlIHcIPWkhIbdQ,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/tracks/3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/audio-analysis/3VqHuw0wFlIHcIPWkhIbdQ,331560,4
0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,audio_features,2LawezPeJhN4AWuSB0GtAU,spotify:track:2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,160133,4
0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,audio_features,3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,232107,4
0.315,0.534,9,-7.552,0,0.031,0.000825,0.108,0.101,0.283,116.891,audio_features,61Q9oJNd9hJQFhSDh6Qlap,spotify:track:61Q9oJNd9hJQFhSDh6Qlap,https://api.spotify.com/v1/tracks/61Q9oJNd9hJQFhSDh6Qlap,https://api.spotify.com/v1/audio-analysis/61Q9oJNd9hJQFhSDh6Qlap,269720,3
0.453,0.987,8,-4.485,1,0.0889,0.0195,0.283,0.268,0.316,123.544,audio_features,0G21yYKMZoHa30cYVi1iA8,spotify:track:0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/tracks/0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/audio-analysis/0G21yYKMZoHa30cYVi1iA8,273480,4
0.673,0.814,9,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193,audio_features,1gzIbdFnGJ226LTl0Cn2SX,spotify:track:1gzIbdFnGJ226LTl0Cn2SX,https://api.spotify.com/v1/tracks/1gzIbdFnGJ226LTl0Cn2SX,https://api.spotify.com/v1/audio-analysis/1gzIbdFnGJ226LTl0Cn2SX,252200,4
0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,audio_features,4qgZs0RNjdzKAS22lP0QjY,spotify:track:4qgZs0RNjdzKAS22lP0QjY,https://api.spotify.com/v1/tracks/4qgZs0RNjdzKAS22lP0QjY,https://api.spotify.com/v1/audio-analysis/4qgZs0RNjdzKAS22lP0QjY,337506,4
0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,audio_features,6cr6UDpkjEaMQ80OjWqEBQ,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/tracks/6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/audio-analysis/6cr6UDpkjEaMQ80OjWqEBQ,350400,4
0.662,0.737,0,-9.54,1,0.0296,0.108,0.0191,0.119,0.744,103.867,audio_features,6pPWRBubXOBAHnjl5ZIujB,spotify:track:6pPWRBubXOBAHnjl5ZIujB,https://api.spotify.com/v1/tracks/6pPWRBubXOBAHnjl5ZIujB,https://api.spotify.com/v1/audio-analysis/6pPWRBubXOBAHnjl5ZIujB,329800,4
0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,audio_features,5UWwZ5lm5PKu6eKsHAGxOk,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,250547,4
0.481,0.906,9,-3.705,1,0.0349,0.334,0.603,0.043,0.364,127.955,audio_features,2iW5uc25ziGLlNMqdhFJad,spotify:track:2iW5uc25ziGLlNMqdhFJad,https://api.spotify.com/v1/tracks/2iW5uc25ziGLlNMqdhFJad,https://api.spotify.com/v1/audio-analysis/2iW5uc25ziGLlNMqdhFJad,184960,4
0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,audio_features,4P5KoWXOxwuobLmHXLMobV,spotify:track:4P5KoWXOxwuobLmHXLMobV,https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV,https://api.spotify.com/v1/audio-analysis/4P5KoWXOxwuobLmHXLMobV,218920,4
0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,audio_features,4BP3uh0hFLFRb5cjsgLqDh,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/tracks/4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/audio-analysis/4BP3uh0hFLFRb5cjsgLqDh,140773,4
0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,audio_features,4KfSdst7rW39C0sfhArdrz,spotify:track:4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/tracks/4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/audio-analysis/4KfSdst7rW39C0sfhArdrz,261933,4
0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,audio_features,7EZC6E7UjZe63f1jRmkWxt,spotify:track:7EZC6E7UjZe63f1jRmkWxt,https://api.spotify.com/v1/tracks/7EZC6E7UjZe63f1jRmkWxt,https://api.spotify.com/v1/audio-analysis/7EZC6E7UjZe63f1jRmkWxt,306440,4
0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4
0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,audio_features,2EC9IJj7g0mN1Q5VrZkiYY,spotify:track:2EC9IJj7g0mN1Q5VrZkiYY,https://api.spotify.com/v1/tracks/2EC9IJj7g0mN1Q5VrZkiYY,https://api.spotify.com/v1/audio-analysis/2EC9IJj7g0mN1Q5VrZkiYY,274747,4
